Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6DsFZITJMPnh8z5XewfVmL,"23fqKkggKUBHNkbKtXEls4,4BxCuXFJrSWGi1KHcVqaU4","Raging (feat. Kodaline)","Raging (feat. Kodaline)","Kygo,Kodaline",2016-04-01,224486,59,spotify:user:kelsey2701,2018-06-19T05:32:11Z,"edm,pop,pop dance,tropical house,irish pop,modern rock",0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,4
6PpVWEDjZMR3X8Y1dKX3zG,"2rmMyZC0sUD1a3jkDxp7iY","I Trusted U","I Trusted U","Balkan Beat Box",2016-02-25,223227,24,spotify:user:kelsey2701,2018-06-19T05:32:21Z,"balkan beats,balkan brass,gypsy fusion,gypsy punk,jewish hip hop,world fusion",0.779,0.681,7,-4.837,1,0.212,0.0117,0.00000463,0.0687,0.779,102.018,4
0zDzOFSvggZ6IGHJllWg3F,"6J3RPKUwZlKMzh3vWa9wPc","Porcelain","Porcelain / Wolf","Skott",2016-07-27,241173,0,spotify:user:kelsey2701,2018-06-19T05:32:26Z,"indie electropop",0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,4
3u8nqkQ1cMJYotuctIKI8f,"1hzfo8twXdOegF3xireCYs","Flashed Junk Mind","Flashed Junk Mind","Milky Chance",2014-09-02,261973,0,spotify:user:kelsey2701,2018-06-19T05:33:19Z,"german pop,modern rock",0.837,0.829,11,-8.738,1,0.0495,0.394,0.0496,0.112,0.927,118.002,4
1gk3FhAV07q9Jg77UxnVjX,"4yvcSjfu4PC0CYQyLy4wSq","Gooey","ZABA","Glass Animals",2014-06-03,289306,72,spotify:user:kelsey2701,2018-06-19T05:33:34Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.487,0.369,11,-13.424,0,0.0406,0.736,0.0000375,0.0925,0.106,183.114,4
1LPGwuFgIzbJoShfDdw7MY,"4yvcSjfu4PC0CYQyLy4wSq","Youth","How To Be A Human Being","Glass Animals",2016-08-26,230693,73,spotify:user:kelsey2701,2018-06-19T05:33:37Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.648,0.718,9,-7.765,0,0.0298,0.129,0.00156,0.112,0.785,96.017,4
5lpTzzNpVorNd52GtwqCoP,"75dQReiBOHN37fQgWQrIAJ","Psycho Lovers","Sunlit Youth","Local Natives",2016-09-09,233866,31,spotify:user:kelsey2701,2018-06-19T05:33:43Z,"chamber pop,indie rock,la indie,modern rock,shimmer pop,stomp and holler",0.345,0.858,8,-5.249,0,0.109,0.00315,0.000567,0.439,0.275,167.406,4
7LhLS1B6KSwg3ODV2gUAlO,"4wYk01oPJNfaEssVFL46oQ","Animals","Animals","Coast Modern",2016-02-26,214266,0,spotify:user:kelsey2701,2018-06-19T05:33:47Z,"indie poptimism,modern alternative rock,modern rock",0.597,0.924,9,-4.076,1,0.0432,0.00208,0.0000784,0.15,0.881,121.034,4
4GnukEn30UvxbsPpP19C3O,"1dWEYMPtNmvSVaDNLgB6NV","You Can Be You","saintmotelevision","Saint Motel",2016-10-21,177533,36,spotify:user:kelsey2701,2018-06-19T05:34:01Z,"la indie,modern alternative rock,modern rock,pov: indie",0.57,0.836,8,-5.464,1,0.0392,0.0143,0.139,0.0684,0.726,76.539,4
7FESgYLcOufHqKlwrvJN60,"4kI8Ie27vjvonwaB2ePh8T","Feel It Still","Feel It Still","Portugal. The Man",2017-03-02,163250,58,spotify:user:kelsey2701,2018-06-19T05:34:12Z,"indie rock,indietronica,modern alternative rock,modern rock",0.78,0.798,1,-5.151,0,0.0613,0.0406,0.0000631,0.0733,0.771,78.969,4
6CES1554HcWMIVroJfmmBm,"1btWGBz4Uu1HozTwb2Lm8A","Way It Goes","Landmark","Hippo Campus",2017-02-24,245456,63,spotify:user:kelsey2701,2018-06-19T05:34:16Z,"minneapolis indie,modern rock,pov: indie",0.542,0.906,9,-4.213,1,0.0491,0.021,0.00043,0.377,0.515,120.014,4
0mWF1uxvHK5Jai0k75Fwmq,"1dWEYMPtNmvSVaDNLgB6NV","Ace in the Hole","My Type","Saint Motel",2014-10-27,226173,12,spotify:user:kelsey2701,2018-06-19T05:34:28Z,"la indie,modern alternative rock,modern rock,pov: indie",0.46,0.793,0,-6.665,1,0.0434,0.584,0.093,0.151,0.521,87.008,4
0rRjGruFonCGOt0S5zAJNQ,"4yvcSjfu4PC0CYQyLy4wSq","The Other Side Of Paradise","How To Be A Human Being","Glass Animals",2016-08-26,320654,72,spotify:user:kelsey2701,2018-06-19T05:34:40Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.689,0.338,11,-7.634,0,0.0629,0.349,0.000057,0.0649,0.568,128.012,4
6sIvAyM1AtnSGz3anRLcDo,"3XHO7cRUPCLOr6jwp8vsx5","In Cold Blood","In Cold Blood","alt-J",2017-03-29,206026,20,spotify:user:kelsey2701,2018-06-19T05:34:47Z,"indie rock,indietronica,modern alternative rock,modern rock,rock",0.495,0.745,11,-5.475,0,0.035,0.142,0.000441,0.194,0.589,143.398,4
6QV0jXpL3RHVkN2g8C7mvh,"53XhwfbYqKCa1cC15pYq2q","Whatever It Takes","Whatever It Takes","Imagine Dragons",2017-05-09,201600,0,spotify:user:kelsey2701,2018-06-19T05:34:52Z,"modern rock,pop,rock",0.673,0.676,1,-5.002,1,0.0308,0.0355,0,0.107,0.57,134.944,4
05KfyCEE6otdlT1pp2VIjP,"53XhwfbYqKCa1cC15pYq2q","Believer","Believer","Imagine Dragons",2017-01-31,203782,0,spotify:user:kelsey2701,2018-06-19T05:34:57Z,"modern rock,pop,rock",0.772,0.775,10,-4.388,0,0.112,0.0417,0,0.226,0.748,124.978,4
0oP9pK1D1lNF3Lb7jkl6Xx,"53XhwfbYqKCa1cC15pYq2q","Thunder","Thunder","Imagine Dragons",2017-04-27,187761,0,spotify:user:kelsey2701,2018-06-19T05:35:07Z,"modern rock,pop,rock",0.608,0.841,0,-3.798,1,0.0464,0.00593,0.0573,0.121,0.274,167.969,4
2fpfApt0LZiOWybYfRVXTB,"3XHO7cRUPCLOr6jwp8vsx5","Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY","Spotify Singles","alt-J",2017-06-21,143966,48,spotify:user:kelsey2701,2018-06-19T05:35:14Z,"indie rock,indietronica,modern alternative rock,modern rock,rock",0.481,0.164,2,-17.201,1,0.0391,0.916,0.145,0.16,0.405,130.229,4
1DDNfRbtLn2dxm4onBxhOV,"16oZKvXb6WkQlVAjwo2Wbg","Dead Sea","The Lumineers","The Lumineers",2012-04-03,247933,61,spotify:user:kelsey2701,2018-06-19T05:35:18Z,"folk-pop,modern rock,stomp and holler",0.713,0.319,0,-11.099,1,0.028,0.81,0.00000571,0.142,0.472,94.043,4
3AA8xNhDC0MpqwkGX3EP5V,"1xU878Z1QtBldR7ru9owdU","If I Ever Feel Better","United","Phoenix",2000-03-06,266600,67,spotify:user:kelsey2701,2018-06-19T05:35:22Z,"alternative dance,indie rock,modern rock,neo-synthpop,new rave,rock independant francais,shimmer pop",0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,4
6acDlNeA06MCVCzsTVGr9V,"1hzfo8twXdOegF3xireCYs","Cocoon","Blossom (Deluxe)","Milky Chance",2017-03-17,255160,60,spotify:user:kelsey2701,2018-06-19T05:35:29Z,"german pop,modern rock",0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,4
28C4nmrd7BTu0XbOmaTHZr,"0Ya43ZKWHTKkAbkoJJkwIB","Greek Tragedy","Glitterbug (Deluxe Edition)","The Wombats",2015-04-14,209557,61,spotify:user:kelsey2701,2018-06-19T05:35:34Z,"liverpool indie,modern alternative rock,modern rock",0.515,0.869,11,-4.732,1,0.0672,0.00257,0.00000201,0.21,0.452,93.24,4
3Sz51kDvFhngNDinn8WRb5,"1dWEYMPtNmvSVaDNLgB6NV","Midnight Movies","My Type EP","Saint Motel",2014-08-16,223946,43,spotify:user:kelsey2701,2018-06-19T05:35:38Z,"la indie,modern alternative rock,modern rock,pov: indie",0.717,0.858,0,-4.514,1,0.0256,0.0595,0.158,0.0957,0.464,111.472,4
2fj2N0pJtfVcs5eKX3kxUZ,"4wYk01oPJNfaEssVFL46oQ","Going Down","Coast Modern","Coast Modern",2017-07-28,210453,0,spotify:user:kelsey2701,2018-06-19T05:35:44Z,"indie poptimism,modern alternative rock,modern rock",0.256,0.898,4,-5.528,1,0.115,0.000402,0.00372,0.1,0.293,98.097,4
2ysvHHaZRRHSb9Z65ftm9B,"4wYk01oPJNfaEssVFL46oQ","Wild Things","Coast Modern","Coast Modern",2017-07-28,214666,0,spotify:user:kelsey2701,2018-06-19T05:35:48Z,"indie poptimism,modern alternative rock,modern rock",0.532,0.587,8,-8.732,0,0.0634,0.601,0.00588,0.961,0.371,79.03,4
4b4D7qGUL0nuimkQsUzOYx,"4wYk01oPJNfaEssVFL46oQ","Now I'm Cool","Coast Modern","Coast Modern",2017-07-28,178520,0,spotify:user:kelsey2701,2018-06-19T05:35:53Z,"indie poptimism,modern alternative rock,modern rock",0.684,0.844,2,-3.614,1,0.032,0.012,0.000209,0.118,0.771,124.988,4
7qBNJBQJJjQjYFZlP3IPhK,"7HIN94LvSDgxN5RoOLi3E5","Dizzy","Promesses","Dimmi",2014-02-17,260160,52,spotify:user:kelsey2701,2018-06-19T05:36:04Z,"deep tropical house",0.811,0.51,9,-6.474,0,0.0424,0.0197,0.072,0.054,0.641,125.035,4
5masKPHeAOVNgxdLebIcK7,"23fqKkggKUBHNkbKtXEls4,48sLioddyaXkuhyHXSkpsB","Stole the Show","Cloud Nine","Kygo,Parson James",2016-05-13,223186,79,spotify:user:kelsey2701,2018-06-20T10:07:07Z,"edm,pop,pop dance,tropical house,pop soul",0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,4
6Pgkp4qUoTmJIPn7ReaGxL,"1vCWHaC5f2uS3yhpwWbIA6,5JYo7gm2dkyLLlWHjxS7Dy","Without You (feat. Sandro Cavazza)","AVĪCI (01)","Avicii,Sandro Cavazza",2017-08-10,181672,82,spotify:user:kelsey2701,2019-02-24T23:56:54Z,"dance pop,edm,pop,pop dance,swedish pop",0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4
2P4OICZRVAQcYAV2JReRfj,"1vCWHaC5f2uS3yhpwWbIA6","Waiting For Love","Stories","Avicii",2015-10-02,230613,84,spotify:user:kelsey2701,2019-02-24T23:57:00Z,"dance pop,edm,pop,pop dance",0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4
75NhhYjHO43mvZgYtnXgti,"1vCWHaC5f2uS3yhpwWbIA6,5CCwRZC6euC8Odo6y9X8jr","Lonely Together (feat. Rita Ora)","AVĪCI (01)","Avicii,Rita Ora",2017-08-10,181812,75,spotify:user:kelsey2701,2019-02-24T23:57:08Z,"dance pop,edm,pop,pop dance,uk pop",0.655,0.666,5,-5.309,1,0.0612,0.134,0.0000212,0.0683,0.272,102.977,4
0ct6r3EGTcMLPtrXHDvVjc,"1vCWHaC5f2uS3yhpwWbIA6","The Nights","The Days / Nights","Avicii",2014-01-01,176658,89,spotify:user:kelsey2701,2019-02-24T23:57:13Z,"dance pop,edm,pop,pop dance",0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4
3nVpsnFAnFx3BZiZL0vzPu,"2QSPrJfYeRXaltEEiriXN9","Borderline","Borderline - EP","Tove Styrke",2014-11-23,204280,50,spotify:user:kelsey2701,2020-04-29T17:58:52Z,"electropop,swedish electropop,swedish pop,swedish synthpop",0.577,0.922,8,-3.339,0,0.0445,0.000647,0,0.0984,0.679,142.037,4
7iOyMOxdOULvXqUqC26spJ,"4kI8Ie27vjvonwaB2ePh8T","Modern Jesus","Evil Friends","Portugal. The Man",2013-05-31,194053,60,spotify:user:kelsey2701,2020-12-15T17:32:31Z,"indie rock,indietronica,modern alternative rock,modern rock",0.627,0.633,10,-7.41,0,0.0305,0.133,0.0000707,0.216,0.763,85.999,4
43QhrhgRrH9NWy6eoUro4X,"4kI8Ie27vjvonwaB2ePh8T","Atomic Man","Evil Friends","Portugal. The Man",2013-05-31,227253,52,spotify:user:kelsey2701,2020-12-15T17:38:40Z,"indie rock,indietronica,modern alternative rock,modern rock",0.63,0.736,10,-7.302,0,0.0384,0.0507,0.00244,0.109,0.919,137.948,4
6MDijuuArPJv1vbp7K1x3f,"4l1cKWYW591xnwEGxpUg3J","Genghis Khan","iii","Miike Snow",2016-03-04,212146,65,spotify:user:kelsey2701,2020-12-15T17:39:58Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop",0.688,0.847,10,-3.238,0,0.0508,0.04,0.00000281,0.598,0.453,93.979,4
